web_scraper_order,web_scraper_start_url,nomor_sertifikat,tanggal_terbit,plg_id,nama_pemohon,nama_perangkat,merk,model,nama_pemasaran,negara
1782486520-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,59141/SDPPI/2018,10 Des 2018,2027,"SIMOCO INDONESIA, PT.",DMR Base Station Repeater,Simoco EMEA,SDB680 TU,Simoco EMEA,Taiwan
1782486520-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58837/SDPPI/2018,22 Nov 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,SLR5300 (403 - 438 MHz),Motorola,Mexico
1782486520-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58735/SDPPI/2018,15 Nov 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,SLR 5300 (136 - 174 MHz),Motorola,Mexico
1782486520-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58503/SDPPI/2018,30 Okt 2018,5525,"MEGA ADVANS TEKNOLOGI, PT",UHF Digital Repeaters,ICOM,IC-FR6200H,ICOM,Japan
1782486520-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57558/SDPPI/2018,07 Agu 2018,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,Tait,TB9315-H1H0 Freq : 400-440 MHz,,New Zealand
1782486520-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56916/SDPPI/2018,22 Jun 2018,1998,"DHARMA DWITUNGGAL UTAMA, PT.",Digital Repeater,EXCERA,ER9000 U3,,China
1782486520-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56727/SDPPI/2018,31 Mei 2018,5525,"MEGA ADVANS TEKNOLOGI, PT",Radio Repeaters,ICOM,IC-FR6000,,Japan
1782486520-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56688/SDPPI/2018,30 Mei 2018,7126,"Mitratama Berkat Sejahtera, PT.",Repeater,Hytera,RD 988S UHF,,China
1782486520-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56278/SDPPI/2018,27 Apr 2018,4955,"PICOTEL NUSANTARA, PT.",REPEATER,CERNTEL,T371821,,China
1782486520-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56200/SDPPI/2018,25 Apr 2018,2804,"MITRA INFOSARANA, PT.",DIGITAL Wanet REPEATER,Hytera,E-PACK 100U(3) (350-400Mhz),,China
1782486520-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,40043/I/SDPPI/2018,13 Apr 2018,4999,PANDU BUANA PT,UHF Repeater,ICOM,IC-FR6200H,,Japan
1782486520-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,39707/I/SDPPI/2018,21 Mar 2018,4955,"PICOTEL NUSANTARA, PT.",Repeater,CERNTEL,T1220,,China
1782486520-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,55363/SDPPI/2018,09 Mar 2018,3672,"SINAR EKA SELARAS, PT.",MI Wifi Repeater 2,MI,R02,,China
1782486520-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,55220/SDPPI/2018,01 Mar 2018,7250,CV.MARVIN AGUNG,PORTABLE REPEATER,Hytera,RD 968 UHF (400-470Mhz),,China
1782486520-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,55189/SDPPI/2018,28 Feb 2018,7250,CV.MARVIN AGUNG,Repeater,Hytera,RD 988 VHF,,China
1782486520-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,38849/R/I/SDPPI/2018,19 Feb 2018,2581,"SINKO PRIMA ALLOY, PT.",REPEATER / PENGUAT SINYAL WCDMA,SYBER,SMA-889,,Indonesia
1782486520-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54858/SDPPI/2018,06 Feb 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater Two Way Radio,Motorola,SLR 1000 (400-440 MHz.),,Mexico
1782486520-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,38373/I/SDPPI/2018,06 Feb 2018,1739,"WAHGO INTERNATIONAL, PT.",Digital & Analog Repeater,KENWOOD,NXR-918 (Freq. 806-870 MHz),,Singapore
1782486520-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54739/SDPPI/2018,29 Jan 2018,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater,MOTOROLA,"MTR3000, 800Mhz ( TX: 851-870 Mhz, RX: 806-825 Mhz )",,Mexico
1782486520-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54671/SDPPI/2018,25 Jan 2018,4482,"SWARNA ADIJAYA, PT.",REPEATER HT,JPS,ACU-T,,United States
1782486520-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54619/SDPPI/2018,24 Jan 2018,1249,ADITYA PERDANA ELEKTRINDO PT.,Multi band Digital Pico Repeater,Helios,DBIG18U21P20G70 /2G&3G,,China
1782486520-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,38744/I/SDPPI/2018,24 Jan 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,"XIR R8200, 136-174 MHz, 25-45 Watt",,Malaysia
1782486520-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54618/SDPPI/2018,24 Jan 2018,1249,ADITYA PERDANA ELEKTRINDO PT.,Multi band Digital Pico Repeater,HELIOS,DBIL18U21P20G70 / 3G&4G,,China
1782486520-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54267/SDPPI/2018,05 Jan 2018,7354,PT.CAKRA SAKTI PAMUNGKAS,REPEATER TRUNKING SYSTEM,HYTERA,DS-6210,,China
1782486520-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54182/SDPPI/2017,29 Des 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater Two Way Radio,Motorola,XiR R8200 (403-440 Mhz),,Malaysia
1782486520-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54115/SDPPI/2017,22 Des 2017,7250,CV.MARVIN AGUNG,Repeater,Hytera,RD 988 UHF  (400-440 Mhz.) <= 50 watt,,China
1782486520-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,38667/R/I/SDPPI/2017,08 Des 2017,7126,"Mitratama Berkat Sejahtera, PT.",Repeater,Hytera,RD 988 UHF 350-400 Mhz <= 50 Watt,,China
1782486520-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53455/SDPPI/2017,21 Nov 2017,7126,"Mitratama Berkat Sejahtera, PT.",Portable Repeater,Hytera,RD 968 UHF (400-440 Mhz.) <= 10 Watt,,China
1782486520-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53417/SDPPI/2017,20 Nov 2017,1951,"JEBSEN & JESSEN TECHNOLOGY INDONESIA, PT.",myTurf™ Repeater,Toro,Repeater (P/N 114-5144),,China
1782486520-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53359/SDPPI/2017,17 Nov 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Repeater,Motorola,"SLR 5300, 403-438 Mhz",,Mexico
1782486520-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53287/SDPPI/2017,15 Nov 2017,4083,"EKA LANCAR INTERNUSA, PT.",VHF REPEATER (136-174 MHz),ICOM,IC-FR5200H,,Japan
1782486520-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53288/SDPPI/2017,15 Nov 2017,4083,"EKA LANCAR INTERNUSA, PT.",UHF REPEATER (Freq. 350-400MHz),ICOM,IC-FR6200H,,Japan
1782486520-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53168/SDPPI/2017,10 Nov 2017,7250,CV.MARVIN AGUNG,Repeater Trunking System,Hytera,"DS-6210 (406,1 - 435 MHz)",,China
1782486520-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53145/SDPPI/2017,09 Nov 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater Two Way Radio,FUTURECOM,MOBEXCOM DVRS (800 Mhz),,Canada
1782486520-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53111/SDPPI/2017,09 Nov 2017,2027,"SIMOCO INDONESIA, PT.",DMR Base Station Repeater,Simoco,SimocoXd/SDB680 ( 136-174 MHz ) 50 Watt,,United Kingdom
1782486520-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53131/SDPPI/2017,09 Nov 2017,7235,PT ICAST ASIA NETWORKS,Base Station Repeater,Codan Radio,MRAY Deployable Repeater,,Australia
1782486520-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52869/SDPPI/2017,02 Nov 2017,7126,"Mitratama Berkat Sejahtera, PT.",Repeater,Hytera,RD 988 UHF  (400-440 Mhz.) <= 50 watt,,China
1782486520-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52868/SDPPI/2017,02 Nov 2017,7126,"Mitratama Berkat Sejahtera, PT.",Repeater,Hytera,RD 988 VHF  (136-174 Mhz.) <= 50 Watt,,China
1782486520-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52884/SDPPI/2017,02 Nov 2017,3850,"NEXCOM INDONESIA, PT.",Repeater,Motorola,"SLR 5300, 403-438 Mhz",,Mexico
1782486520-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52723/SDPPI/2017,27 Okt 2017,7126,"Mitratama Berkat Sejahtera, PT.",Repeater Two Way Radio,Hytera,"DS - 6210 (406,1 - 435 MHz.)",,China
1782486520-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36790/I/SDPPI/2017,24 Okt 2017,1739,"WAHGO INTERNATIONAL, PT.",VHF Digital Repeater & FM Base Units,KENWOOD,NXR-710 (136-174 MHz),,Singapore
1782486545-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52409/SDPPI/2017,16 Okt 2017,7265,The Toro Company,myTurf™ Repeater,Toro,Repeater (P/N 114-5144),,China
1782486545-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36873/I/SDPPI/2017,13 Okt 2017,4503,"DASSAGA KOMUNIKASI, PT.",DCS Fiber Optical Repeater Remote Unit,CenRF,DCS Fiber Optical Repeater Remote Unit,,China
1782486545-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36872/I/SDPPI/2017,13 Okt 2017,4503,"DASSAGA KOMUNIKASI, PT.",DCS Fiber Optical Repeater Master Unit,CenRF,DCS Fiber Optical Repeater Master Unit,,China
1782486545-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36834/I/SDPPI/2017,13 Okt 2017,4503,"DASSAGA KOMUNIKASI, PT.",WCDMA Digital Fiber Optical Repeater Master Unit,CenRF,WCDMA Digital Fiber Optical Repeater Master Unit,,China
1782486545-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36835/I/SDPPI/2017,13 Okt 2017,4503,"DASSAGA KOMUNIKASI, PT.",WCDMA Digital Fiber Optical Repeater Remote Unit,CenRF,WCDMA Digital Fiber Optical Repeater Remote Unit,,China
1782486545-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52268/SDPPI/2017,05 Okt 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Repeater,Motorola,SLR 5300 (350-400 Mhz),,Mexico
1782486545-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52258/SDPPI/2017,04 Okt 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Repeater,Motorola,"SLR 5300, 136-174 Mhz",,Mexico
1782486545-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36329/I/SDPPI/2017,29 Sep 2017,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater,Hytera,RD988 U (1),,China
1782486545-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36331/I/SDPPI/2017,29 Sep 2017,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater Trunking System,Hytera,DS-6210,,China
1782486545-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,37070/I/SDPPI/2017,29 Sep 2017,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater,Hytera,RD988S VHF,,China
1782486545-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52002/SDPPI/2017,18 Sep 2017,7166,PT. ESPERINDO,Repeater,Motorola,MTR3000 800 Mhz,,Mexico
1782486545-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,51963/SDPPI/2017,15 Sep 2017,4482,"SWARNA ADIJAYA, PT.",REPEATER HT,JPS,ACU-1000,,United States
1782486545-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,51787/SDPPI/2017,04 Sep 2017,4009,"NUSANTARA JAYA TEKNOLOGI, PT.",Wireless Repeater,ASUS,RP-N12,,China
1782486545-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,51494/SDPPI/2017,11 Agu 2017,6836,"SUBUR SAKTI PUTERA, PT.",Repeater,Motorola,"SLR 5300, 136-174 Mhz",,Mexico
1782486545-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,51358/SDPPI/2017,01 Agu 2017,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,Tait,TB8100,,New Zealand
1782486545-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,51344/SDPPI/2017,31 Jul 2017,1998,"DHARMA DWITUNGGAL UTAMA, PT.",DMR BASESTATION REPEATER,EXCERA,ER9000 U1,,China
1782486545-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,51237/SDPPI/2017,26 Jul 2017,1739,"WAHGO INTERNATIONAL, PT.",UHF FM REPEATER / BASE UNIT,KENWOOD,TKR-850,,Singapore
1782486545-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,51169/SDPPI/2017,19 Jul 2017,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater,MOTOROLA,Quantar,,United States
1782486545-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,35495/I/SDPPI/2017,17 Jul 2017,4503,"DASSAGA KOMUNIKASI, PT.",WCDMA Low Power Channel Selective Pico Repeater,CenRF,WCDMA Low Power Channel Selective Pico Repeater,,China
1782486545-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,35598/I/SDPPI/2017,17 Jul 2017,4503,"DASSAGA KOMUNIKASI, PT.",GSM Band Selective Repeater 10W,Sunwave - CenRF,AC3020-G040,,China
1782486545-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,35513/I/SDPPI/2017,17 Jul 2017,4503,"DASSAGA KOMUNIKASI, PT.",DCS Band Selective Repeater 10W,Sunwave - CenRF,AC3080-D040,,China
1782486545-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,35600/I/SDPPI/2017,17 Jul 2017,4503,"DASSAGA KOMUNIKASI, PT.",WCDMA Channel Selective Repeater 2CH 10W,Sunwave - CenRF,AC5060-S240,,China
1782486545-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,34975/I/SDPPI/2017,29 Mei 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Base Station/Repeater,Motorola,"MTR3000, 403-440 Mhz",,United States
1782486545-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,35876/I/SDPPI/2017,16 Mei 2017,3962,"MEDIA TELEVISI INDONESIA, PT.",Pemancar Televisi/Repeater,AGBE,TBU 10 KS 10 KW UHF TV Transmitter TV System,,China
1782486545-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,50227/SDPPI/2017,27 Apr 2017,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,Tait,TB7100,,New Zealand
1782486545-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,49804/SDPPI/2017,14 Mar 2017,4482,"SWARNA ADIJAYA, PT.",REPEATER HT,JPS,ACU-2000-IP,,United States
1782486545-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,34421/I/SDPPI/2017,06 Mar 2017,4503,"DASSAGA KOMUNIKASI, PT.",Repeater,CenRF,DCS WCDMA Low Power Dual-Band Pico Repeater,,China
1782486545-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,45639/R/SDPPI/2017,24 Feb 2017,4629,"BENTALA SAKTI  GLOBALINDO, PT.",Digital Repeater Triple Band GSM/DCS/WCDMA,Global Wave,GW-TB-GDW-20W-(D),,China
1782486545-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,45636/R/SDPPI/2017,16 Feb 2017,4629,"BENTALA SAKTI  GLOBALINDO, PT.",Digital Pico Repeater Triple Band GSM/DCS/WCDMA,Global Wave,GW-TB-GDW-20-(D),,China
1782486545-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,49387/SDPPI/2017,13 Feb 2017,2027,"SIMOCO INDONESIA, PT.",Repeater Two Way Radio TSF 2000,Simoco,TSF 2100 (Freq. 136 - 174 MHz),,United Kingdom
1782486545-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,49186/SDPPI/2017,01 Feb 2017,2027,"SIMOCO INDONESIA, PT.",Base Station / Repeater System Eclipse,RF Technology,"Eclipse150 (R150B, T150B, PA150B) Freq. 148 - 174 MHz",,Australia
1782486545-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,49137/SDPPI/2017,30 Jan 2017,4629,"BENTALA SAKTI  GLOBALINDO, PT.",Pico Repeater ICS WCDMA 2100 Mhz,Global Wave,GW-ICS-WCDMA 2100-17,,China
1782486545-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,49046/SDPPI/2017,24 Jan 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,SLR 5300 (350-400 Mhz),,Mexico
1782486545-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,48838/SDPPI/2017,06 Jan 2017,2027,"SIMOCO INDONESIA, PT.",Tetra Gateway / Repeater,Sepura,SRG 3900 (Freq. 344 - 400 MHz),,United Kingdom
1782486545-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,48647/SDPPI/2016,21 Des 2016,1739,"WAHGO INTERNATIONAL, PT.",Digital & Analog Repeater/Base UHF Transceiver,KENWOOD,NXR-818,,Singapore
1782486545-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,48486/SDPPI/2016,13 Des 2016,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater Trunking,ICOM,IC-FR4000,,Japan
1782486545-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,48305/SDPPI/2016,28 Nov 2016,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,TAIT,TB7310-H5B0-0000-00AE-10,,New Zealand
1782486545-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,48253/SDPPI/2016,22 Nov 2016,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater Two Way Radio,ICOM,IC-FR6000,,Japan
1782486545-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,31765/I/SDPPI/2016,17 Nov 2016,4388,"JAYA TEKNIK INDONESIA, PT.",BS Repeater,Teltronic,Nebula Infrastructure,,Spain
1782486545-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,48169/SDPPI/2016,17 Nov 2016,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,SLR 8000 VHF (136-174 Mhz),,Mexico
1782486545-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,47940/SDPPI/2016,31 Okt 2016,4475,DIREKTORAT STANDARDISASI PERANGKAT POS DAN INFORMATIKA,REPEATER RADIO NELAYAN TRADISIONAL,RANN REPEATER,GK-R50P,,Indonesia
1782486545-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,31903/I/SDPPI/2016,21 Okt 2016,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,"MTR3000, 136-174 Mhz",,Mexico
1782486545-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,47732/SDPPI/2016,17 Okt 2016,2410,"ALSSA CORPORINDO, PT.",REPEATER,TEAM SIMOCO,Radio Base Station Repeater / XFIN BLADE / XFIN 2025 (400-430 MHz),,United Kingdom
1782486545-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,47640/SDPPI/2016,10 Okt 2016,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,SLR 8000 (400-438 Mhz),,Mexico
1782486545-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,47255/SDPPI/2016,13 Sep 2016,1249,ADITYA PERDANA ELEKTRINDO PT.,Repeater PICO Triple Band Digital,Huaptec,DS20T-GDW,,China
1782486545-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,46837/SDPPI/2016,09 Agu 2016,5574,HYTERA COMMUNICATION CORPORATION LIMITED,Portable Repeater,Hytera,RD968 VHF (136-174 Mhz.),,China
1782486545-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,46077/SDPPI/2016,27 Mei 2016,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater Two Way Radio,Motorola,MTR2000/FO706A,,United States
1782486545-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,46079/SDPPI/2016,27 Mei 2016,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater Two Way Radio,Motorola,MTR2000/FO506A,,United States
1782486545-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,29130/I/SDPPI/2016,04 Apr 2016,4083,"EKA LANCAR INTERNUSA, PT.",UHF REPEATER (Freq. 350-400 MHz),ICOM,IC-FR6000,,Japan
1782486545-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,29129/I/SDPPI/2016,04 Apr 2016,4083,"EKA LANCAR INTERNUSA, PT.",VHF REPEATER (136-174 MHz),ICOM,IC-FR5000,,Japan
1782486563-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,28102/I/SDPPI/2016,17 Feb 2016,2133,"PANCA KOMUNINDO PERKASA, PT.",Radio Base Station Repeater,Spectra Engineering,MX800,,Australia
1782486563-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,44372/SDPPI/2016,14 Jan 2016,3850,"NEXCOM INDONESIA, PT.",Base Station/Repeater,Motorola,"MTR3000, 403-440 Mhz",,United States
1782486563-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,44273/SDPPI/2016,13 Jan 2016,3850,"NEXCOM INDONESIA, PT.",Digital Base Station / Repeater,SPECTRA,MX800,,Australia
1782486563-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,44308/SDPPI/2016,13 Jan 2016,2410,"ALSSA CORPORINDO, PT.",REPEATER,SmarTrunk,Profesional Repeater ST-9116 Freq.406-430Mhz,,United States
1782486563-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,43512/SDPPI/2015,15 Des 2015,5214,SUMBER MENTARI ELEKTRINDO. PT,N300 Wireless Repeater,D-LINK,DMG-112A,,China
1782486563-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,27565/I/SDPPI/2015,14 Des 2015,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater,Motorola,MTR3000 800 Mhz,,Mexico
1782486563-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,43279/SDPPI/2015,11 Des 2015,4482,"SWARNA ADIJAYA, PT.",REPEATER HT,Relm Wireless,BK Radio - Rapid Deployment Portable Repeater (RDPR),,United States
1782486563-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,41963/SDPPI/2015,11 Sep 2015,4896,SOLID TECH INDONESIA. PT,ICS Repeater,SOLID,SICR-U2120-3550,,"Korea, Republic Of"
1782486563-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,41965/SDPPI/2015,11 Sep 2015,4896,SOLID TECH INDONESIA. PT,ICS Repeater,SOLID,SICR-U2120-5070,,"Korea, Republic Of"
1782486563-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,41964/SDPPI/2015,11 Sep 2015,4896,SOLID TECH INDONESIA. PT,ICS Repeater,SOLID,SICR-U2120-2035,,"Korea, Republic Of"
1782486563-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,41436/SDPPI/2015,06 Agu 2015,4955,"PICOTEL NUSANTARA, PT.",Repeater,CERNTEL,T1017,,China
1782486563-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,40946/SDPPI/2015,30 Jun 2015,5103,"SINERGI CIPTA MANDIRI, PT",High Power Repeater,SCRF,SC-10W-3Band,,China
1782486563-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,40923/SDPPI/2015,26 Jun 2015,5118,Simoco EMEA Ltd,Repeater,SIMOCO,SIMOCO Xd/SDB 680 UHF 403-440 MHz,,Taiwan
1782486563-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,40818/SDPPI/2015,23 Jun 2015,3965,"SYNNEX METRODATA INDONESIA, PT.",N300 Wireless Repeater,D-LINK,DMG-112A,,China
1782486563-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,40502/SDPPI/2015,05 Jun 2015,2027,"SIMOCO INDONESIA, PT.",Base Station Repeater Radio,SIMOCO,Simoco Xd / SDB670,,United Kingdom
1782486563-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,40213/SDPPI/2015,15 Mei 2015,2564,"D-Link International Pte., Ltd.",N300 Wireless Repeater,D-LINK,DMG-112A,,China
1782486563-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,39909/SDPPI/2015,23 Apr 2015,3903,"PANASONIC GOBEL INDONESIA, PT.",Dect Repeater,Panasonic,KX-A406CE,,China
1782486563-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,25727/I/SDPPI/2015,31 Mar 2015,3850,"NEXCOM INDONESIA, PT.",Radio Base Station Repeater MX 800,SPECTRA,MX800 (805-870 MHz),,Australia
1782486563-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,20475/I/SDPPI/2015,17 Feb 2015,1774,"MOBILKOM TELEKOMINDO, PT.",Repeater,Motorola,MXD 1500 Freq 419.00-429.75 Mhz,,Malaysia
1782486563-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,21967/I/SDPPI/2015,23 Jan 2015,2381,"ATLANTIK, CV.",Signal Repeater,WEIERWEI,950,,China
1782486563-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,21641/I/SDPPI/2014,23 Des 2014,3850,"NEXCOM INDONESIA, PT.",Radio Base Station Repeater,SPECTRA,MX 800,,Australia
1782486563-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,21832/I/SDPPI/2014,22 Des 2014,1770,"MIRUSA GRAHA, PT.",VHF REPEATER (136-174 MHz),ICOM,IC-FR5000,,Japan
1782486563-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,21420/I/SDPPI/2014,22 Des 2014,1770,"MIRUSA GRAHA, PT.",UHF REPEATER (Freq. 350-400 MHz),ICOM,IC-FR6000,,Japan
