idx_listing,idx_djid,rank,judul_listing,identitas_djid,cosine_faiss,brand_listing,brand_djid,label,perlu_review
25,670,3,mini HT Walkie-Talkie MOTOROLA C16 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (136-174 MHz),0.678100467,motorola,motorola,0,0
25,767,4,mini HT Walkie-Talkie MOTOROLA C16 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.672634482,motorola,motorola,0,0
25,652,5,mini HT Walkie-Talkie MOTOROLA C16 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P8600i (136-174 Mhz),0.672049522,motorola,motorola,0,0
26,638,1,[2 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600i, 350-400 MHz",0.651094019,motorola,motorola,0,0
26,767,2,[2 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.649281502,motorola,motorola,0,0
26,675,3,[2 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350 - 400 MHz),0.645967126,motorola,motorola,0,0
26,819,4,[2 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XTS 2500 Model III (800 Mhz),0.64536643,motorola,motorola,0,0
26,805,5,[2 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350-400 Mhz),0.645365596,motorola,motorola,0,0
27,218,1,Motolola HT Walkie Talkie Mini Jarak jauh 15KM Walky Talky Dual band Ganda PTT Saluran 199 Kekuatan tinggi,Voxter U55,0.585146189,,voxter,0,1
27,216,2,Motolola HT Walkie Talkie Mini Jarak jauh 15KM Walky Talky Dual band Ganda PTT Saluran 199 Kekuatan tinggi,Yaesu VX6R,0.560117781,,yaesu,0,1
27,1209,3,Motolola HT Walkie Talkie Mini Jarak jauh 15KM Walky Talky Dual band Ganda PTT Saluran 199 Kekuatan tinggi,talkcom TC-698S,0.548075557,,talkcom,0,1
27,20,4,Motolola HT Walkie Talkie Mini Jarak jauh 15KM Walky Talky Dual band Ganda PTT Saluran 199 Kekuatan tinggi,talkcom TC-698S,0.548075557,,talkcom,0,1
27,271,5,Motolola HT Walkie Talkie Mini Jarak jauh 15KM Walky Talky Dual band Ganda PTT Saluran 199 Kekuatan tinggi,Yaesu FT-25R,0.54511404,,yaesu,0,1
28,553,1,[Beli 1 Mengirim]mini HT Walkie-Talkie MOTOLOLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,KIRISUN DP990 (400-470 MHz),0.613561571,,kirisun,0,1
28,767,2,[Beli 1 Mengirim]mini HT Walkie-Talkie MOTOLOLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.608481169,,motorola,0,1
28,858,3,[Beli 1 Mengirim]mini HT Walkie-Talkie MOTOLOLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600, 350-400 Mhz",0.608090639,,motorola,0,1
28,537,4,[Beli 1 Mengirim]mini HT Walkie-Talkie MOTOLOLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,KIRISUN T350,0.607226372,,kirisun,0,1
28,755,5,[Beli 1 Mengirim]mini HT Walkie-Talkie MOTOLOLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600, 136-174 Mhz",0.607040405,,motorola,0,1
29,983,1,HT Motorola T66 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,Motorola SLR 5300 VHF 136-174 MHz,0.616225898,motorola,motorola,0,0
29,932,2,HT Motorola T66 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,MOTOROLA SLR 5300,0.611207366,motorola,motorola,0,0
29,1045,3,HT Motorola T66 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,Motorola SLR5300 (403 - 438 MHz),0.610145867,motorola,motorola,0,0
29,969,4,HT Motorola T66 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,Motorola SLR 5300 (136-174 MHz),0.608096182,motorola,motorola,0,0
29,164,5,HT Motorola T66 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,Motorola XiR M3688 VHF 136-174 MHz,0.606866241,motorola,motorola,0,0
30,49,1,[Memberikan Headphone]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola TLK 110,0.775930703,motorola,motorola,0,0
30,1228,2,[Memberikan Headphone]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.775376797,motorola,motorola,0,0
30,39,3,[Memberikan Headphone]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.775376797,motorola,motorola,0,0
30,80,4,[Memberikan Headphone]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M3688,0.775339365,motorola,motorola,0,0
30,77,5,[Memberikan Headphone]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M3688,0.775339365,motorola,motorola,0,0
31,644,1,[Memberikan Headphone]mini HT Walkie-Talkie MOTOROLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola MTP6650 (350-470 MHz),0.621688664,motorola,motorola,0,0
31,767,2,[Memberikan Headphone]mini HT Walkie-Talkie MOTOROLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.620979309,motorola,motorola,0,0
31,805,3,[Memberikan Headphone]mini HT Walkie-Talkie MOTOROLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350-400 Mhz),0.620710135,motorola,motorola,0,0
31,638,4,[Memberikan Headphone]mini HT Walkie-Talkie MOTOROLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600i, 350-400 MHz",0.620646894,motorola,motorola,0,0
31,742,5,[Memberikan Headphone]mini HT Walkie-Talkie MOTOROLA Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola CP1660 (350-390 Mhz),0.619930029,motorola,motorola,0,0
32,339,1,Original TR-1 TR-2 Walkie-Talkie Antenna High Gain Dual Band Extendable Antenna UHF/VHF Antenna,Vertex Standard VZ-88-D0-5  (VHF : 136-174 MHz),0.637321949,,vertex standard,0,1
32,157,2,Original TR-1 TR-2 Walkie-Talkie Antenna High Gain Dual Band Extendable Antenna UHF/VHF Antenna,Pofung BF/PF - UV82,0.632047892,,pofung,0,1
32,53,3,Original TR-1 TR-2 Walkie-Talkie Antenna High Gain Dual Band Extendable Antenna UHF/VHF Antenna,Pofung BF/PF - UV82,0.632047892,,pofung,0,1
32,156,4,Original TR-1 TR-2 Walkie-Talkie Antenna High Gain Dual Band Extendable Antenna UHF/VHF Antenna,Pofung BF/PF-UV5R,0.619522274,,pofung,0,1
32,59,5,Original TR-1 TR-2 Walkie-Talkie Antenna High Gain Dual Band Extendable Antenna UHF/VHF Antenna,Pofung BF/PF-UV5R,0.619522274,,pofung,0,1
33,733,1,【6PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,KENWOOD NX-220 (136-174 MHz),0.517942429,,kenwood,0,1
33,1057,2,【6PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,Hytera RD 968 UHF (400-470Mhz),0.498680264,,hytera,0,1
33,689,3,【6PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,SOUNESS SNI-1575UT,0.497137189,,souness,0,1
33,212,4,【6PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,WEIERWEI VEV-3288s,0.49038741,,weierwei,0,1
33,214,5,【6PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,WEIERWEI UV-5R,0.489479661,,weierwei,0,1
34,638,1,[2 PCS]mini HT Walkie-Talkie MOTOROLA M3 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600i, 350-400 MHz",0.636529088,motorola,motorola,0,0
34,767,2,[2 PCS]mini HT Walkie-Talkie MOTOROLA M3 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.634729683,motorola,motorola,0,0
34,675,3,[2 PCS]mini HT Walkie-Talkie MOTOROLA M3 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350 - 400 MHz),0.633336663,motorola,motorola,0,0
34,819,4,[2 PCS]mini HT Walkie-Talkie MOTOROLA M3 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XTS 2500 Model III (800 Mhz),0.633124232,motorola,motorola,0,0
34,805,5,[2 PCS]mini HT Walkie-Talkie MOTOROLA M3 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350-400 Mhz),0.63308692,motorola,motorola,0,0
35,240,1,HT motolola Two Way Radio Walkie Talkie Dual Band long range 20KM Original Motorola High Power 20Watt High Capacity 6800mAh,MOTOROLA SLR 5300 VHF 136-174MHZ,0.730226159,motorola,motorola,0,0
35,239,2,HT motolola Two Way Radio Walkie Talkie Dual Band long range 20KM Original Motorola High Power 20Watt High Capacity 6800mAh,MOTOROLA SLR 5300 UHF 350-400MHZ,0.728808761,motorola,motorola,0,0
35,336,3,HT motolola Two Way Radio Walkie Talkie Dual Band long range 20KM Original Motorola High Power 20Watt High Capacity 6800mAh,"Motorola XiR P8200, 350-400Mhz",0.717882395,motorola,motorola,0,0
35,402,4,HT motolola Two Way Radio Walkie Talkie Dual Band long range 20KM Original Motorola High Power 20Watt High Capacity 6800mAh,Motorola MOTOTRBO XiR™ M8268,0.715701461,motorola,motorola,0,0
35,225,5,HT motolola Two Way Radio Walkie Talkie Dual Band long range 20KM Original Motorola High Power 20Watt High Capacity 6800mAh,MOTOROLA SLR 5300 UHF 400-470MHZ,0.713979423,motorola,motorola,0,0
36,638,1,mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600i, 350-400 MHz",0.696923137,motorola,motorola,0,0
36,767,2,mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.692799091,motorola,motorola,0,0
36,719,3,mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola ST7000 (800 Mhz),0.690265059,motorola,motorola,0,0
36,755,4,mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600, 136-174 Mhz",0.688835919,motorola,motorola,0,0
36,858,5,mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600, 350-400 Mhz",0.688244343,motorola,motorola,0,0
37,733,1,BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,KENWOOD NX-220 (136-174 MHz),0.522232294,,kenwood,0,1
37,689,2,BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,SOUNESS SNI-1575UT,0.519053996,,souness,0,1
37,688,3,BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,SOUNESS SNI-1577UT,0.510217071,,souness,0,1
37,212,4,BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,WEIERWEI VEV-3288s,0.506762028,,weierwei,0,1
37,214,5,BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,WEIERWEI UV-5R,0.504205287,,weierwei,0,1
38,675,1,[6 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350 - 400 MHz),0.670222223,motorola,motorola,0,0
38,638,2,[6 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600i, 350-400 MHz",0.670070529,motorola,motorola,0,0
38,805,3,[6 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350-400 Mhz),0.669142604,motorola,motorola,0,0
38,767,4,[6 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.668088019,motorola,motorola,0,0
38,804,5,[6 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (136-174 Mhz),0.665913463,motorola,motorola,0,0
39,638,1,[4 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600i, 350-400 MHz",0.675105214,motorola,motorola,0,0
39,767,2,[4 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR E8600i (350-400 Mhz),0.672565579,motorola,motorola,0,0
39,675,3,[4 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350 - 400 MHz),0.67087698,motorola,motorola,0,0
39,805,4,[4 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350-400 Mhz),0.670002818,motorola,motorola,0,0
39,858,5,[4 PCS]mini HT Walkie-Talkie MOTOROLA M8 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600, 350-400 Mhz",0.665667474,motorola,motorola,0,0
40,176,1,CASING HT FIRTSCOM FC 27,Firstcom FC-21R,0.592770338,,firstcom,0,1
40,178,2,CASING HT FIRTSCOM FC 27,Firstcom FC-28R,0.577454567,,firstcom,0,1
40,177,3,CASING HT FIRTSCOM FC 27,Firstcom FC-136R,0.522590876,,firstcom,0,1
40,175,4,CASING HT FIRTSCOM FC 27,Firstcom FC-77R,0.516932011,,firstcom,0,1
40,1297,5,CASING HT FIRTSCOM FC 27,Sunnada WR-ICS-1910/40A/BW10Q1985V7.0,0.483212352,,sunnada,0,1
41,1078,1,BATTERY HT FIRSCOM TYPE FC27,Simoco SimocoXd/SDB680 ( 136-174 MHz ) 50 Watt,0.574109375,,simoco,0,1
41,960,2,BATTERY HT FIRSCOM TYPE FC27,Simoco SimocoXd/SDB680 136-174 MHz 50 Watt,0.573400021,,simoco,0,1
41,1071,3,BATTERY HT FIRSCOM TYPE FC27,Hytera RD 968 UHF (400-440 Mhz.) <= 10 Watt,0.569467843,,hytera,0,1
41,1080,4,BATTERY HT FIRSCOM TYPE FC27,Hytera RD 988 UHF  (400-440 Mhz.) <= 50 watt,0.557994604,,hytera,0,1
41,1069,5,BATTERY HT FIRSCOM TYPE FC27,Hytera RD 988 UHF  (400-440 Mhz.) <= 50 watt,0.557994485,,hytera,0,1
42,981,1,BATTERY HT MOTOROLA GP2000 NICAD,Motorola SLR 5300 UHF 400-470 MHz,0.651134729,motorola,motorola,0,0
42,997,2,BATTERY HT MOTOROLA GP2000 NICAD,Motorola SLR 5300 (410 -430 Mhz),0.648390532,motorola,motorola,0,0
42,1045,3,BATTERY HT MOTOROLA GP2000 NICAD,Motorola SLR5300 (403 - 438 MHz),0.63802731,motorola,motorola,0,0
42,968,4,BATTERY HT MOTOROLA GP2000 NICAD,Motorola SLR 5300 (400-470 MHz),0.637183368,motorola,motorola,0,0
42,983,5,BATTERY HT MOTOROLA GP2000 NICAD,Motorola SLR 5300 VHF 136-174 MHz,0.635126233,motorola,motorola,0,0
43,960,1,BATTERY HT ALINCO TYPE EBP 88 DJ W10/DJ A10,Simoco SimocoXd/SDB680 136-174 MHz 50 Watt,0.659956932,alinco,simoco,0,0
43,1071,2,BATTERY HT ALINCO TYPE EBP 88 DJ W10/DJ A10,Hytera RD 968 UHF (400-440 Mhz.) <= 10 Watt,0.644486248,alinco,hytera,0,0
43,1057,3,BATTERY HT ALINCO TYPE EBP 88 DJ W10/DJ A10,Hytera RD 968 UHF (400-470Mhz),0.630577862,alinco,hytera,0,0
43,1078,4,BATTERY HT ALINCO TYPE EBP 88 DJ W10/DJ A10,Simoco SimocoXd/SDB680 ( 136-174 MHz ) 50 Watt,0.628502488,alinco,simoco,0,0
43,232,5,BATTERY HT ALINCO TYPE EBP 88 DJ W10/DJ A10,Alinco DJ-VX50,0.619191408,alinco,alinco,0,0
44,947,1,HT MERK WOUXUN TYPE  9D UPGRADE 7 BAND,Comba RX-7839,0.591679037,wouxun,comba,0,0
44,1014,2,HT MERK WOUXUN TYPE  9D UPGRADE 7 BAND,Comba RX-7839,0.574855685,wouxun,comba,0,0
44,1129,3,HT MERK WOUXUN TYPE  9D UPGRADE 7 BAND,Huaptec DS20T-GDW,0.565130651,wouxun,huaptec,0,0
44,1241,4,HT MERK WOUXUN TYPE  9D UPGRADE 7 BAND,COMBA RX-5239,0.559397876,wouxun,comba,0,0
44,912,5,HT MERK WOUXUN TYPE  9D UPGRADE 7 BAND,COMCELL CC0918,0.555733204,wouxun,comcell,0,0
45,441,1,HT MERK HYT TYPE TC-508 VHF 136-174 MHZ SINGLEBAND,"HYT TC-600U (5), Freq. 350-370 MHz",0.825681508,hyt,hyt,0,0
45,411,2,HT MERK HYT TYPE TC-508 VHF 136-174 MHZ SINGLEBAND,HY-E SH-135 Enhanced  ( VHF: 136 - 174 MHz),0.819587111,hyt,hy-e,0,0
45,438,3,HT MERK HYT TYPE TC-508 VHF 136-174 MHZ SINGLEBAND,"HQT TH-2000 (U5), Freq. 350-390 MHz",0.812337518,hyt,hqt,0,0
45,753,4,HT MERK HYT TYPE TC-508 VHF 136-174 MHZ SINGLEBAND,HYT By Hytera TC 518 UHF (350-390 MHz),0.81147635,hyt,hyt by hytera,0,0
45,392,5,HT MERK HYT TYPE TC-508 VHF 136-174 MHZ SINGLEBAND,HY-E SH-835 Freq. 136-174 MHz,0.809888124,hyt,hy-e,0,0
46,232,1,HT MERK ALINCO TYPE DJ-18 VHF 136-174 MHZ SINGLE BAND,Alinco DJ-VX50,0.73010838,alinco,alinco,0,0
46,233,2,HT MERK ALINCO TYPE DJ-18 VHF 136-174 MHZ SINGLE BAND,Alinco DJ-VX10,0.725862741,alinco,alinco,0,0
46,360,3,HT MERK ALINCO TYPE DJ-18 VHF 136-174 MHZ SINGLE BAND,Alinco Dual Band Transceiver / DR-635 (VHF 144-147 MHz dan UHF 400 - 430 MHz),0.719922543,alinco,alinco,0,0
46,1264,4,HT MERK ALINCO TYPE DJ-18 VHF 136-174 MHZ SINGLE BAND,KENWOOD NXR-810,0.701475859,alinco,kenwood,0,0
46,536,5,HT MERK ALINCO TYPE DJ-18 VHF 136-174 MHZ SINGLE BAND,Simoco SimocoXd/SDP760 (136-174 MHz,0.700658321,alinco,simoco,0,0
47,413,1,HT MERK ICOM TYPE IC-V88 SINGELBAND,ICOM VHF Air Band Transceiver / IC-A210,0.702740192,icom,icom,0,0
47,419,2,HT MERK ICOM TYPE IC-V88 SINGELBAND,ICOM IC-V80 LM Version (Freq. 136-174 MHz),0.686911464,icom,icom,0,0
47,205,3,HT MERK ICOM TYPE IC-V88 SINGELBAND,ICOM IC-V80 (Freq. 136-174 MHz),0.684075952,icom,icom,0,0
47,72,4,HT MERK ICOM TYPE IC-V88 SINGELBAND,ICOM IC-V88,0.680690646,icom,icom,1,0
47,204,5,HT MERK ICOM TYPE IC-V88 SINGELBAND,ICOM IC-V86,0.668517709,icom,icom,0,0
48,412,1,HT MERK ICOM TYPE IC M-36 MARINE VHF,ICOM VHF Marine Transceiver / IC-M422,0.762348533,icom,icom,0,0
48,395,2,HT MERK ICOM TYPE IC M-36 MARINE VHF,ICOM VHF Marine Transceiver / IC-M36 (Freq. 156.025 - 163.275 MHz),0.726005256,icom,icom,0,0
48,286,3,HT MERK ICOM TYPE IC M-36 MARINE VHF,ICOM VHF Marine Transceiver / IC-M36 (Freq. 156.025 - 163.275 MHz),0.726005256,icom,icom,0,0
48,314,4,HT MERK ICOM TYPE IC M-36 MARINE VHF,ICOM VHF Marine Transceiver / IC-M504 (Freq. 156.025 - 163.275 MHz),0.721790552,icom,icom,0,0
48,413,5,HT MERK ICOM TYPE IC M-36 MARINE VHF,ICOM VHF Air Band Transceiver / IC-A210,0.61559844,icom,icom,0,0
49,1130,1,HT MERK WEIRWEI TYPE UV9 TRI,Hytera RD968 VHF (136-174 Mhz.),0.639744639,,hytera,0,1
49,1159,2,HT MERK WEIRWEI TYPE UV9 TRI,Grentech SGR-R3C0 / RF /B1/40/MY/ID/TS/0075,0.627474666,,grentech,0,1
49,1161,3,HT MERK WEIRWEI TYPE UV9 TRI,Grentech SGR-R3C0 / RF/B1/33/MY/ID/TS/0154,0.627415657,,grentech,0,1
49,1160,4,HT MERK WEIRWEI TYPE UV9 TRI,Grentech SGR-R3C0 / RF/B1/43/MY/ID/TS/0155,0.627093375,,grentech,0,1
49,1297,5,HT MERK WEIRWEI TYPE UV9 TRI,Sunnada WR-ICS-1910/40A/BW10Q1985V7.0,0.625791907,,sunnada,0,1
50,929,1,HT MERK MOTOROLA TYPE XIR-P3688 UHF LOW 350-400MHZ SINGLE BAND,Motorola SLR 5300,0.774104238,motorola,motorola,0,0
50,982,2,HT MERK MOTOROLA TYPE XIR-P3688 UHF LOW 350-400MHZ SINGLE BAND,Motorola SLR 5300 UHF 350-400 MHz,0.770208836,motorola,motorola,0,0
50,930,3,HT MERK MOTOROLA TYPE XIR-P3688 UHF LOW 350-400MHZ SINGLE BAND,Motorola SLR 5300,0.768588245,motorola,motorola,0,0
50,926,4,HT MERK MOTOROLA TYPE XIR-P3688 UHF LOW 350-400MHZ SINGLE BAND,Motorola SLR 5300,0.768235922,motorola,motorola,0,0
50,983,5,HT MERK MOTOROLA TYPE XIR-P3688 UHF LOW 350-400MHZ SINGLE BAND,Motorola SLR 5300 VHF 136-174 MHz,0.767014444,motorola,motorola,0,0
51,913,1,BATTERY HT TYPE ALINCO CRX5/CRX1 EB-92,Motorola SLR8000,0.558806896,alinco,motorola,0,0
51,960,2,BATTERY HT TYPE ALINCO CRX5/CRX1 EB-92,Simoco SimocoXd/SDB680 136-174 MHz 50 Watt,0.558180928,alinco,simoco,0,0
51,1062,3,BATTERY HT TYPE ALINCO CRX5/CRX1 EB-92,"MOTOROLA MTR3000, 800Mhz ( TX: 851-870 Mhz, RX: 806-825 Mhz )",0.553555131,alinco,motorola,0,0
51,1156,4,BATTERY HT TYPE ALINCO CRX5/CRX1 EB-92,ICOM IC-FR5000,0.552644014,alinco,icom,0,0
51,1134,5,BATTERY HT TYPE ALINCO CRX5/CRX1 EB-92,ICOM IC-FR5000,0.552643895,alinco,icom,0,0
52,983,1,HT MERK MOTOROLA TYPE CP-1660 SINGEL BAND VHF 136-174 MHZ,Motorola SLR 5300 VHF 136-174 MHz,0.784888387,motorola,motorola,0,0
52,969,2,HT MERK MOTOROLA TYPE CP-1660 SINGEL BAND VHF 136-174 MHZ,Motorola SLR 5300 (136-174 MHz),0.759555697,motorola,motorola,0,0
52,1046,3,HT MERK MOTOROLA TYPE CP-1660 SINGEL BAND VHF 136-174 MHZ,Motorola SLR 5300 (136 - 174 MHz),0.757205725,motorola,motorola,0,0
52,930,4,HT MERK MOTOROLA TYPE CP-1660 SINGEL BAND VHF 136-174 MHZ,Motorola SLR 5300,0.756535113,motorola,motorola,0,0
52,369,5,HT MERK MOTOROLA TYPE CP-1660 SINGEL BAND VHF 136-174 MHZ,Motorola GM 3188 VHF 146-174 MHz,0.750020504,motorola,motorola,0,0
53,413,1,HT MERK ICOM TYPE IC-V80 SINGEL BAND,ICOM VHF Air Band Transceiver / IC-A210,0.716425419,icom,icom,0,0
53,419,2,HT MERK ICOM TYPE IC-V80 SINGEL BAND,ICOM IC-V80 LM Version (Freq. 136-174 MHz),0.686970353,icom,icom,0,0
53,205,3,HT MERK ICOM TYPE IC-V80 SINGEL BAND,ICOM IC-V80 (Freq. 136-174 MHz),0.683940768,icom,icom,0,0
53,204,4,HT MERK ICOM TYPE IC-V80 SINGEL BAND,ICOM IC-V86,0.671139002,icom,icom,0,0
53,128,5,HT MERK ICOM TYPE IC-V80 SINGEL BAND,ICOM IC-V86,0.671139002,icom,icom,0,0
54,536,1,BATTERYHT BAOFENG 6R ATAU WEIRCOM UV5758 ATAU SOSIN CH688 ATAU SPC10,Simoco SimocoXd/SDP760 (136-174 MHz,0.66762352,baofeng,simoco,0,0
54,913,2,BATTERYHT BAOFENG 6R ATAU WEIRCOM UV5758 ATAU SOSIN CH688 ATAU SPC10,Motorola SLR8000,0.666744649,baofeng,motorola,0,0
54,936,3,BATTERYHT BAOFENG 6R ATAU WEIRCOM UV5758 ATAU SOSIN CH688 ATAU SPC10,Motorola SLR 5300,0.66358912,baofeng,motorola,0,0
54,1078,4,BATTERYHT BAOFENG 6R ATAU WEIRCOM UV5758 ATAU SOSIN CH688 ATAU SPC10,Simoco SimocoXd/SDB680 ( 136-174 MHz ) 50 Watt,0.662135184,baofeng,simoco,0,0
54,934,5,BATTERYHT BAOFENG 6R ATAU WEIRCOM UV5758 ATAU SOSIN CH688 ATAU SPC10,Motorola SLR8000,0.658755302,baofeng,motorola,0,0
55,214,1,HT MERK YAESU TYPE UX-6R DUAL SINGELBAND,WEIERWEI UV-5R,0.662052631,yaesu,weierwei,0,0
55,363,2,HT MERK YAESU TYPE UX-6R DUAL SINGELBAND,Yaesu FT-7900R/E,0.659076631,yaesu,yaesu,0,0
